--------------------------------	
1951.50000000000	-17.5126324457815
1952.50000000000	-17.5181265320338
1953.50000000000	-17.5246151488119
1954.50000000000	-17.5307095820731
1955.50000000000	-17.5360451186268
1956.50000000000	-17.5407578271439
1957.50000000000	-17.5456473247771
1958.50000000000	-17.5515099267617
1959.50000000000	-17.5591696022475
1960.50000000000	-17.5726945605630
1961.50000000000	-17.5838025934119
1962.50000000000	-17.5960440858471
1963.50000000000	-17.6059727063651
1964.50000000000	-17.6171329995221
1965.50000000000	-17.6250050623705
1966.50000000000	-17.6422901558179
1967.50000000000	-17.6520041716001
1968.50000000000	-17.6666731483379
1969.50000000000	-17.6805318649046
1970.50000000000	-17.7050394935807
1971.50000000000	-17.7148641238666
1972.50000000000	-17.7457361207107
1973.50000000000	-17.7859058799119
1974.50000000000	-17.7991030045648
1975.50000000000	-17.8002068312298
1976.50000000000	-17.8113547226659
1977.50000000000	-17.8392793696990
1978.50000000000	-17.8646901545637
1979.50000000000	-17.8889873165767
1980.50000000000	-17.9207362991728
1981.50000000000	-17.9410634389516
1982.50000000000	-17.9498116011057
1983.50000000000	-17.9739582824431
1984.50000000000	-17.9997150433676
1985.50000000000	-18.0210322073004
1986.50000000000	-18.0421232265358
1987.50000000000	-18.0692843854865
1988.50000000000	-18.1052568274257
1989.50000000000	-18.1283394870566
1990.50000000000	-18.1450670071309
1991.50000000000	-18.1631383557672
1992.50000000000	-18.1754533743723
1993.50000000000	-18.1852083222045
1994.50000000000	-18.2037617960593
1995.50000000000	-18.2312916240319
1996.50000000000	-18.2556072125411
1997.50000000000	-18.2726757364116
1998.50000000000	-18.3090948471702
1999.50000000000	-18.3348386909128
2000.50000000000	-18.3519673910785
2001.50000000000	-18.3725704071060
2002.50000000000	-18.4011424136162
2003.50000000000	-18.4348795894739
2004.50000000000	-18.4553588656110
2005.50000000000	-18.4801437824735
2006.50000000000	-18.5070849198256
2007.50000000000	-18.5273520013650
2008.50000000000	-18.5543394440011
2009.50000000000	-18.5736755416475
2010.50000000000	-18.6040308997564
2011.50000000000	-18.6315321497401
2012.50000000000	-18.6569165233933
2013.50000000000	-18.6898167260057
2014.50000000000	-18.7117619026373
2015.50000000000	-18.7404693336800
2016.50000000000	-18.7779573402824
2017.50000000000	-18.8093016520830
2018.50000000000	-18.8436802014416
2019.50000000000	-18.8784275963883
2020.50000000000	-18.9136050040794
2021.50000000000	-18.9492144034385
2022.50000000000	-18.9854885031984
2023.50000000000	-19.0226161399573
2024.50000000000	-19.0605279149595
2025.50000000000	-19.0991666386033
2026.50000000000	-19.1384861304754
2027.50000000000	-19.1784310617987
2028.50000000000	-19.2189776385947
2029.50000000000	-19.2600925236299
2030.50000000000	-19.3017313888710
2031.50000000000	-19.3438813887153
2032.50000000000	-19.3866151420574
2033.50000000000	-19.4300100059773
2034.50000000000	-19.4740045049061
2035.50000000000	-19.5185672924894
2036.50000000000	-19.5636572265516
2037.50000000000	-19.6092520964488
2038.50000000000	-19.6553025392421
2039.50000000000	-19.7017866792623
2040.50000000000	-19.7486819773573
2041.50000000000	-19.7959491756246
2042.50000000000	-19.8436149918951
2043.50000000000	-19.8916953088344
2044.50000000000	-19.9401548470338
2045.50000000000	-19.9889585312541
2046.50000000000	-20.0380797457226
2047.50000000000	-20.0874766905588
2048.50000000000	-20.1371235940688
2049.50000000000	-20.1869943042535
2050.50000000000	-20.2370563111850
2051.50000000000	-20.2872773833336
2052.50000000000	-20.3377559177624
2053.50000000000	-20.3885536778687
2054.50000000000	-20.4396136915663
2055.50000000000	-20.4909011003584
2056.50000000000	-20.5423685567987
2057.50000000000	-20.5939700308884
2058.50000000000	-20.6456737056132
2059.50000000000	-20.6974423500971
2060.50000000000	-20.7492462996708
2061.50000000000	-20.8010446209708
2062.50000000000	-20.8527988919483
2063.50000000000	-20.9044665802046
2064.50000000000	-20.9560282130769
2065.50000000000	-21.0074503082249
2066.50000000000	-21.0587199698337
2067.50000000000	-21.1098054821500
2068.50000000000	-21.1606861455441
2069.50000000000	-21.2113463164979
2070.50000000000	-21.2617666101340
2071.50000000000	-21.3119198567022
2072.50000000000	-21.3617025969670
2073.50000000000	-21.4110043802182
2074.50000000000	-21.4598356662218
2075.50000000000	-21.5081898435138
2076.50000000000	-21.5560652450412
2077.50000000000	-21.6034634277213
2078.50000000000	-21.6503793221815
2079.50000000000	-21.6968115269062
2080.50000000000	-21.7427558957791
2081.50000000000	-21.7882113452334
2082.50000000000	-21.8329178453841
2083.50000000000	-21.8766445298691
2084.50000000000	-21.9194380856300
2085.50000000000	-21.9613338736972
2086.50000000000	-22.0023619478091
2087.50000000000	-22.0425569391823
2088.50000000000	-22.0819428513902
2089.50000000000	-22.1205486136140
2090.50000000000	-22.1583937134181
2091.50000000000	-22.1955099734911
2092.50000000000	-22.2318181150831
2093.50000000000	-22.2672645679587
2094.50000000000	-22.3018800770660
2095.50000000000	-22.3357173490035
2096.50000000000	-22.3687551031620
2097.50000000000	-22.4010674485539
2098.50000000000	-22.4326785728066
2099.50000000000	-22.4635660019853
2100.50000000000	-22.4937977819714
2101.50000000000	-22.5233736316661
2102.50000000000	-22.5522513380212
2103.50000000000	-22.5804346250892
2104.50000000000	-22.6079272684100
2105.50000000000	-22.6347733405472
2106.50000000000	-22.6609756891298
2107.50000000000	-22.6865561994903
2108.50000000000	-22.7115362259834
2109.50000000000	-22.7359540177837
2110.50000000000	-22.7598100845078
2111.50000000000	-22.7831226517391
2112.50000000000	-22.8059095880068
2113.50000000000	-22.8281875666690
2114.50000000000	-22.8499729614884
2115.50000000000	-22.8712810502050
2116.50000000000	-22.8921268731007
2117.50000000000	-22.9125085609106
2118.50000000000	-22.9324407401937
2119.50000000000	-22.9519524229781
2120.50000000000	-22.9710411891011
2121.50000000000	-22.9897344835026
2122.50000000000	-23.0080147132637
2123.50000000000	-23.0259229898996
2124.50000000000	-23.0434416968431
2125.50000000000	-23.0605963159509
2126.50000000000	-23.0773833089293
2127.50000000000	-23.0938270447875
2128.50000000000	-23.1099369747460
2129.50000000000	-23.1257093228194
2130.50000000000	-23.1411533928932
2131.50000000000	-23.1562786069041
2132.50000000000	-23.1710934082292
2133.50000000000	-23.1856062382307
2134.50000000000	-23.1998253708931
2135.50000000000	-23.2137586309589
2136.50000000000	-23.2274135537845
2137.50000000000	-23.2407854207632
2138.50000000000	-23.2538818317989
2139.50000000000	-23.2667213791025
2140.50000000000	-23.2793107025869
2141.50000000000	-23.2916448075157
2142.50000000000	-23.3037190165820
2143.50000000000	-23.3155618254278
2144.50000000000	-23.3271789906064
2145.50000000000	-23.3385544387720
2146.50000000000	-23.3497046465772
2147.50000000000	-23.3606247739245
2148.50000000000	-23.3713409295646
2149.50000000000	-23.3818372524383
2150.50000000000	-23.3921395569100
2151.50000000000	-23.4022217776741
2152.50000000000	-23.4121091581163
2153.50000000000	-23.4217962332574
2154.50000000000	-23.4312972034479
2155.50000000000	-23.4405970804419
2156.50000000000	-23.4497097464669
2157.50000000000	-23.4586394360735
2158.50000000000	-23.4673900136585
2159.50000000000	-23.4759655605588
2160.50000000000	-23.4843603511575
2161.50000000000	-23.4925876063380
2162.50000000000	-23.5006596449018
2163.50000000000	-23.5085527772090
2164.50000000000	-23.5162973377573
2165.50000000000	-23.5238788217598
2166.50000000000	-23.5313002988553
2167.50000000000	-23.5385650561684
2168.50000000000	-23.5456933979199
2169.50000000000	-23.5526622562024
2170.50000000000	-23.5594916820888
2171.50000000000	-23.5661842786553
2172.50000000000	-23.5727341136000
2173.50000000000	-23.5791440231635
2174.50000000000	-23.5854163526199
2175.50000000000	-23.5915618440815
2176.50000000000	-23.5975746021984
2177.50000000000	-23.6034568482743
2178.50000000000	-23.6092110282600
2179.50000000000	-23.6148392204767
2180.50000000000	-23.6203513417617
2181.50000000000	-23.6257493837870
2182.50000000000	-23.6310195787118
2183.50000000000	-23.6361717529616
2184.50000000000	-23.6412154783275
2185.50000000000	-23.6461447629342
2186.50000000000	-23.6509612679254
2187.50000000000	-23.6556667861062
2188.50000000000	-23.6602630569638
2189.50000000000	-23.6647365975592
2190.50000000000	-23.6691039163726
2191.50000000000	-23.6733816090933
2192.50000000000	-23.6775707124587
2193.50000000000	-23.6816505723976
2194.50000000000	-23.6856153578567
2195.50000000000	-23.6894880509756
2196.50000000000	-23.6932629454232
2197.50000000000	-23.6969340725764
2198.50000000000	-23.7005168899818
2199.50000000000	-23.7039983548082
2200.50000000000	-23.7073937231731
2201.50000000000	-23.7106898263170
2202.50000000000	-23.7139020757303
2203.50000000000	-23.7170242006809
2204.50000000000	-23.7200503540338
2205.50000000000	-23.7229953308900
2206.50000000000	-23.7258460740097
2207.50000000000	-23.7286244757404
2208.50000000000	-23.7313036418627
2209.50000000000	-23.7339049952452
2210.50000000000	-23.7364224016354
2211.50000000000	-23.7388499547240
2212.50000000000	-23.7411950962823
2213.50000000000	-23.7434518988336
2214.50000000000	-23.7456344796284
2215.50000000000	-23.7477368371094
2216.50000000000	-23.7497661684137
2217.50000000000	-23.7517162955317
2218.50000000000	-23.7535879560760
2219.50000000000	-23.7553681488288
2220.50000000000	-23.7570776787204
2221.50000000000	-23.7587168356835
2222.50000000000	-23.7602729153455
2223.50000000000	-23.7617528813468
2224.50000000000	-23.7631637834646
2225.50000000000	-23.7644995404299
2226.50000000000	-23.7657539299397
2227.50000000000	-23.7669139966444
2228.50000000000	-23.7680196606439
2229.50000000000	-23.7690581626669
2230.50000000000	-23.7700296102334
2231.50000000000	-23.7709211376466
2232.50000000000	-23.7717266262717
2233.50000000000	-23.7724659818776
2234.50000000000	-23.7731326941863
2235.50000000000	-23.7737334844527
2236.50000000000	-23.7742556066563
2237.50000000000	-23.7747121132374
2238.50000000000	-23.7750902343659
2239.50000000000	-23.7754029660456
2240.50000000000	-23.7756373519120
2241.50000000000	-23.7758066570937
2242.50000000000	-23.7759109239146
2243.50000000000	-23.7759369884100
2244.50000000000	-23.7758848585353
2245.50000000000	-23.7757611949468
2246.50000000000	-23.7755853606213
2247.50000000000	-23.7753377575411
2248.50000000000	-23.7750119514049
2249.50000000000	-23.7746078428363
2250.50000000000	-23.7741382122576
2251.50000000000	-23.7735964031786
2252.50000000000	-23.7730215092490
2253.50000000000	-23.7724397995434
2254.50000000000	-23.7718576502521
2255.50000000000	-23.7712749017307
2256.50000000000	-23.7707049929777
2257.50000000000	-23.7701279372485
2258.50000000000	-23.7695506097488
2259.50000000000	-23.7689595389812
2260.50000000000	-23.7683681764456
2261.50000000000	-23.7677696147069
2262.50000000000	-23.7671773396139
2263.50000000000	-23.7665846110271
2264.50000000000	-23.7660044676295
2265.50000000000	-23.7654174448711
2266.50000000000	-23.7648232039813
2267.50000000000	-23.7642220526961
2268.50000000000	-23.7636204344317
2269.50000000000	-23.7630181871270
2270.50000000000	-23.7624222637655
2271.50000000000	-23.7618192463262
2272.50000000000	-23.7612222393887
2273.50000000000	-23.7606249341339
2274.50000000000	-23.7600137038261
2275.50000000000	-23.7594088114033
2276.50000000000	-23.7588101098461
2277.50000000000	-23.7582107835371
2278.50000000000	-23.7576111581889
2279.50000000000	-23.7570175843547
2280.50000000000	-23.7564170382308
2281.50000000000	-23.7558160284061
2282.50000000000	-23.7552143905278
2283.50000000000	-23.7546124515625
2284.50000000000	-23.7540165865795
2285.50000000000	-23.7534137215021
2286.50000000000	-23.7528171030489
2287.50000000000	-23.7522198642247
2288.50000000000	-23.7516223326011
2289.50000000000	-23.7510309076986
2290.50000000000	-23.7504324646171
2291.50000000000	-23.7498333992400
2292.50000000000	-23.7492340381199
2293.50000000000	-23.7486408023937
2294.50000000000	-23.7480472810939
2295.50000000000	-23.7474463852822
2296.50000000000	-23.7468587222911
2297.50000000000	-23.7462704522979
2298.50000000000	-23.7456751315358
2299.50000000000	-23.7450724118442
2300.50000000000	-23.7444693938749
2301.50000000000	-23.7438794936326
2302.50000000000	-23.7432889839130
2303.50000000000	-23.7427048306058
2304.50000000000	-23.7421136022621
2305.50000000000	-23.7415217618875
2306.50000000000	-23.7409296422687
2307.50000000000	-23.7403369100413
2308.50000000000	-23.7397438971309
2309.50000000000	-23.7391502703503
2310.50000000000	-23.7385631990299
2311.50000000000	-23.7379892059981
2312.50000000000	-23.7374081143544
2313.50000000000	-23.7368264274817
2314.50000000000	-23.7362374532540
2315.50000000000	-23.7356550688799
2316.50000000000	-23.7350652188474
2317.50000000000	-23.7344750957538
2318.50000000000	-23.7338912403532
2319.50000000000	-23.7333069536214
2320.50000000000	-23.7327224015960
2321.50000000000	-23.7321441415854
2322.50000000000	-23.7315656264061
2323.50000000000	-23.7309865201308
2324.50000000000	-23.7304000810133
2325.50000000000	-23.7298064631080
2326.50000000000	-23.7292191487225
2327.50000000000	-23.7286384905967
2328.50000000000	-23.7280710944086
2329.50000000000	-23.7274894250918
2330.50000000000	-23.7269212055335
2331.50000000000	-23.7263527471473
2332.50000000000	-23.7257628680250
2333.50000000000	-23.7251727189848
2334.50000000000	-23.7246028375603
2335.50000000000	-23.7240395098787
2336.50000000000	-23.7234479093509
2337.50000000000	-23.7228560374761
2338.50000000000	-23.7222844917755
2339.50000000000	-23.7217125344123
2340.50000000000	-23.7211403366996
2341.50000000000	-23.7205605628247
2342.50000000000	-23.7199873656885
2343.50000000000	-23.7194277633378
2344.50000000000	-23.7188609295719
2345.50000000000	-23.7182865081313
2346.50000000000	-23.7177046534424
2347.50000000000	-23.7171295695703
2348.50000000000	-23.7165609282321
2349.50000000000	-23.7159918815559
2350.50000000000	-23.7154224298114
2351.50000000000	-23.7148527428684
2352.50000000000	-23.7142824784019
2353.50000000000	-23.7137118061559
2354.50000000000	-23.7131407271034
2355.50000000000	-23.7125763038336
2356.50000000000	-23.7120045851137
2357.50000000000	-23.7114393605589
2358.50000000000	-23.7108666566255
2359.50000000000	-23.7103006275400
2360.50000000000	-23.7097272823781
2361.50000000000	-23.7091675424331
2362.50000000000	-23.7086003120430
2363.50000000000	-23.7080397848650
2364.50000000000	-23.7074717564265
2365.50000000000	-23.7069034992368
2366.50000000000	-23.7063417857245
2367.50000000000	-23.7057725546521
2368.50000000000	-23.7052100497380
2369.50000000000	-23.7046471509920
2370.50000000000	-23.7040838580003
2371.50000000000	-23.7035273148883
2372.50000000000	-23.7029634114439
2373.50000000000	-23.7023989383626
2374.50000000000	-23.7018483876319
2375.50000000000	-23.7012831323794
2376.50000000000	-23.7007174804026
2377.50000000000	-23.7001586057591
2378.50000000000	-23.6995993435709
2379.50000000000	-23.6990398678410
2380.50000000000	-23.6984798294738
2381.50000000000	-23.6979122079416
2382.50000000000	-23.6973513866605
2383.50000000000	-23.6967973794953
2384.50000000000	-23.6962502015873
2385.50000000000	-23.6956882254079
2386.50000000000	-23.6951258584526
2387.50000000000	-23.6945631003135
2388.50000000000	-23.6940073553798
2389.50000000000	-23.6934655206922
2390.50000000000	-23.6929016068247
2391.50000000000	-23.6923300559372
2392.50000000000	-23.6917870979020
2393.50000000000	-23.6912437759791
2394.50000000000	-23.6906855720114
2395.50000000000	-23.6901197204211
2396.50000000000	-23.6895607423403
2397.50000000000	-23.6890159270500
2398.50000000000	-23.6884634679052
2399.50000000000	-23.6879251988305
2400.50000000000	-23.6873792851640
2401.50000000000	-23.6868111246462
2402.50000000000	-23.6862644621714
2403.50000000000	-23.6857320389132
2404.50000000000	-23.6851773423589
2405.50000000000	-23.6846149542013
2406.50000000000	-23.6840668140998
2407.50000000000	-23.6835183048878
2408.50000000000	-23.6829694261923
2409.50000000000	-23.6824201776398
2410.50000000000	-23.6818778968745
2411.50000000000	-23.6813279124345
2412.50000000000	-23.6807702090986
2413.50000000000	-23.6802341830664
2414.50000000000	-23.6796904472480
2415.50000000000	-23.6791389865894
2416.50000000000	-23.6785945203114
2417.50000000000	-23.6780496918123
2418.50000000000	-23.6775044999934
2419.50000000000	-23.6769589444913
2420.50000000000	-23.6764204114028
2421.50000000000	-23.6758741323730
2422.50000000000	-23.6753274885713
2423.50000000000	-23.6747878808354
2424.50000000000	-23.6742479181616
2425.50000000000	-23.6737075987187
2426.50000000000	-23.6731667428514
2427.50000000000	-23.6726257101731
2428.50000000000	-23.6720768947577
2429.50000000000	-23.6715351433890
2430.50000000000	-23.6710004696818
2431.50000000000	-23.6704654475795
2432.50000000000	-23.6699300774852
2433.50000000000	-23.6693943575707
2434.50000000000	-23.6688508326204
2435.50000000000	-23.6683144094073
2436.50000000000	-23.6677701699213
2437.50000000000	-23.6672253888181
2438.50000000000	-23.6666879036307
2439.50000000000	-23.6661500672961
2440.50000000000	-23.6656118794701
2441.50000000000	-23.6650733405563
2442.50000000000	-23.6645419435246
2443.50000000000	-23.6640027040587
2444.50000000000	-23.6634706162797
2445.50000000000	-23.6629380935217
2446.50000000000	-23.6624052268565
2447.50000000000	-23.6618645884864
2448.50000000000	-23.6613386438715
2449.50000000000	-23.6608122723622
2450.50000000000	-23.6602856570972
2451.50000000000	-23.6597511676910
2452.50000000000	-23.6592162405641
2453.50000000000	-23.6586810591934
2454.50000000000	-23.6581530843785
2455.50000000000	-23.6576322373845
2456.50000000000	-23.6570960302639
2457.50000000000	-23.6565593834584
2458.50000000000	-23.6560300534364
2459.50000000000	-23.6555079622121
2460.50000000000	-23.6549854487445
2461.50000000000	-23.6544475254558
2462.50000000000	-23.6539167522460
2463.50000000000	-23.6533857318297
2464.50000000000	-23.6528619727978
2465.50000000000	-23.6523377896464
2466.50000000000	-23.6518208863261
2467.50000000000	-23.6512961390729
2468.50000000000	-23.6507634396846
2469.50000000000	-23.6502303057449
2470.50000000000	-23.6497121825539
2471.50000000000	-23.6491936433450
2472.50000000000	-23.6486672348568
2473.50000000000	-23.6481327553485
2474.50000000000	-23.6476056745405
2475.50000000000	-23.6470781673982
2476.50000000000	-23.6465580778129
2477.50000000000	-23.6460375700157
2478.50000000000	-23.6455168312240
2479.50000000000	-23.6449879991459
2480.50000000000	-23.6444741883978
2481.50000000000	-23.6439755206916
2482.50000000000	-23.6434380233915
2483.50000000000	-23.6429156583445
2484.50000000000	-23.6424236612543
2485.50000000000	-23.6418851639008
2486.50000000000	-23.6413618274163
2487.50000000000	-23.6408612027641
2488.50000000000	-23.6403217916364
2489.50000000000	-23.6397973805717
2490.50000000000	-23.6393035452028
2491.50000000000	-23.6387863204740
2492.50000000000	-23.6382609461262
2493.50000000000	-23.6377429824327
2494.50000000000	-23.6372325378482
2495.50000000000	-23.6367216876858
2496.50000000000	-23.6362027713805
2497.50000000000	-23.6356836283034
2498.50000000000	-23.6351718333011
2499.50000000000	-23.6346674940304
2500.50000000000	-23.6344036023372
