--------------------------------	
2008.5	384.73904
2009.5	386.28000
2010.5	388.71704
2011.5	390.94406
2012.5	393.01599
2013.5	395.72501
2014.5	397.54700
2015.5	399.9491272
2016.5	403.1169739
2017.5	405.7509766
2018.5	408.5869751
2019.5	411.4049683
2020.5	414.2139587
2021.5	417.0139771
2022.5	419.6989746
2023.5	422.1699524
2024.5	424.4429626
2025.5	426.5249634
2026.5	428.4259644
2027.5	430.1509705
2028.5	431.7059631
2029.5	433.0959778
2030.5	434.3239746
2031.5	435.3939819
2032.5	436.3369751
2033.5	437.1789856
2034.5	437.9169922
2035.5	438.5529785
2036.5	439.0839844
2037.5	439.5130005
2038.5	439.8369751
2039.5	440.0589905
2040.5	440.1789856
2041.5	440.196991
2042.5	440.1389771
2043.5	440.0269775
2044.5	439.8599854
2045.5	439.6349792
2046.5	439.3519897
2047.5	439.0109863
2048.5	438.6109924
2049.5	438.151001
2050.5	437.6319885
2051.5	437.0539856
2052.5	436.4459839
2053.5	435.8359985
2054.5	435.2200012
2055.5	434.5969849
2056.5	433.9639893
2057.5	433.3209839
2058.5	432.6650085
2059.5	431.9970093
2060.5	431.3139954
2061.5	430.6170044
2062.5	429.9079895
2063.5	429.1900024
2064.5	428.4630127
2065.5	427.7260132
2066.5	426.9790039
2067.5	426.2210083
2068.5	425.4519958
2069.5	424.6700134
2070.5	423.8770142
2071.5	423.0710144
2072.5	422.2539978
2073.5	421.4250183
2074.5	420.5840149
2075.5	419.7310181
2076.5	418.8670044
2077.5	417.9909973
2078.5	417.1019897
2079.5	416.2019958
2080.5	415.2879944
2081.5	414.3619995
2082.5	413.4210205
2083.5	412.4609985
2084.5	411.4840088
2085.5	410.4900208
2086.5	409.4770203
2087.5	408.447998
2088.5	407.401001
2089.5	406.3359985
2090.5	405.2550049
2091.5	404.1570129
2092.5	403.0410156
2093.5	401.90802
2094.5	400.7579956
2095.5	399.5910034
2096.5	398.4070129
2097.5	397.2060242
2098.5	395.9890137
2099.5	394.756012
2100.5	393.506012
2101.5	392.2409973
2102.5	390.9830017
2103.5	389.7550049
2104.5	388.552002
2105.5	387.3730164
2106.5	386.2160034
2107.5	385.0800171
2108.5	383.9640198
2109.5	382.8670044
2110.5	381.7880249
2111.5	380.7250061
2112.5	379.6790161
2113.5	378.6480103
2114.5	377.6330261
2115.5	376.631012
2116.5	375.6440125
2117.5	374.6690063
2118.5	373.7080078
2119.5	372.7590027
2120.5	371.8220215
2121.5	370.8970032
2122.5	369.9830017
2123.5	369.0800171
2124.5	368.1880188
2125.5	367.3059998
2126.5	366.4349976
2127.5	365.572998
2128.5	364.7210083
2129.5	363.8789978
2130.5	363.0450134
2131.5	362.2210083
2132.5	361.4060059
2133.5	360.598999
2134.5	359.8010254
2135.5	359.0100098
2136.5	358.2279968
2137.5	357.45401
2138.5	356.6870117
2139.5	355.928009
2140.5	355.177002
2141.5	354.4330139
2142.5	353.710022
2143.5	353.0200195
2144.5	352.3630066
2145.5	351.7350159
2146.5	351.1360168
2147.5	350.5639954
2148.5	350.0190125
2149.5	349.5
2150.5	349.0050049
2151.5	348.5339966
2152.5	348.0830078
2153.5	347.6499939
2154.5	347.2340088
2155.5	346.835022
2156.5	346.4530029
2157.5	346.0880127
2158.5	345.7409973
2159.5	345.4089966
2160.5	345.0939941
2161.5	344.7950134
2162.5	344.5130005
2163.5	344.2460022
2164.5	343.9940186
2165.5	343.7579956
2166.5	343.5379944
2167.5	343.3320007
2168.5	343.1419983
2169.5	342.9660034
2170.5	342.8049927
2171.5	342.6589966
2172.5	342.5280151
2173.5	342.4100037
2174.5	342.3070068
2175.5	342.2189941
2176.5	342.1440125
2177.5	342.0830078
2178.5	342.0360107
2179.5	342.0029907
2180.5	341.9840088
2181.5	341.9779968
2182.5	341.9859924
2183.5	342.0069885
2184.5	342.0410156
2185.5	342.0889893
2186.5	342.151001
2187.5	342.2250061
2188.5	342.3129883
2189.5	342.4129944
2190.5	342.5270081
2191.5	342.6529846
2192.5	342.7789917
2193.5	342.8900146
2194.5	342.9899902
2195.5	343.0799866
2196.5	343.1600037
2197.5	343.2319946
2198.5	343.2969971
2199.5	343.355011
2200.5	343.4070129
2201.5	343.4530029
2202.5	343.4949951
2203.5	343.5320129
2204.5	343.5650024
2205.5	343.5939941
2206.5	343.618988
2207.5	343.6409912
2208.5	343.6600037
2209.5	343.677002
2210.5	343.6900024
2211.5	343.7019958
2212.5	343.7099915
2213.5	343.7170105
2214.5	343.7219849
2215.5	343.723999
2216.5	343.7250061
2217.5	343.7250061
2218.5	343.7229919
2219.5	343.7200012
2220.5	343.7160034
2221.5	343.7109985
2222.5	343.7049866
2223.5	343.6990051
2224.5	343.6910095
2225.5	343.6830139
2226.5	343.6740112
2227.5	343.6640015
2228.5	343.6539917
2229.5	343.6430054
2230.5	343.631012
2231.5	343.618988
2232.5	343.6069946
2233.5	343.5939941
2234.5	343.5799866
2235.5	343.5660095
2236.5	343.5509949
2237.5	343.5360107
2238.5	343.5209961
2239.5	343.5050049
2240.5	343.4890137
2241.5	343.4729919
2242.5	343.4559937
2243.5	343.4389954
2244.5	343.4219971
2245.5	343.4039917
2246.5	343.3859863
2247.5	343.3680115
2248.5	343.348999
2249.5	343.3309937
2250.5	343.3120117
2251.5	343.2929993
2252.5	343.2730103
2253.5	343.2529907
2254.5	343.2330017
2255.5	343.2120056
2256.5	343.1910095
2257.5	343.1690063
2258.5	343.1459961
2259.5	343.1229858
2260.5	343.1000061
2261.5	343.0759888
2262.5	343.0509949
2263.5	343.026001
2264.5	343.0010071
2265.5	342.9750061
2266.5	342.9490051
2267.5	342.9230042
2268.5	342.8970032
2269.5	342.8710022
2270.5	342.8439941
2271.5	342.8169861
2272.5	342.7900085
2273.5	342.7630005
2274.5	342.7359924
2275.5	342.7080078
2276.5	342.6809998
2277.5	342.6529846
2278.5	342.6260071
2279.5	342.5979919
2280.5	342.5700073
2281.5	342.5429993
2282.5	342.5150146
2283.5	342.4869995
2284.5	342.4590149
2285.5	342.4309998
2286.5	342.4029846
2287.5	342.375
2288.5	342.3479919
2289.5	342.3200073
2290.5	342.2919922
2291.5	342.2640076
2292.5	342.2359924
2293.5	342.2080078
2294.5	342.1799927
2295.5	342.1520081
2296.5	342.1229858
2297.5	342.0950012
2298.5	342.0669861
2299.5	342.0390015
2300.5	342.0109863
2301.5	341.9830017
2302.5	341.9549866
2303.5	341.927002
2304.5	341.8989868
2305.5	341.8710022
2306.5	341.8429871
2307.5	341.8150024
2308.5	341.7869873
2309.5	341.7590027
2310.5	341.7309875
2311.5	341.7030029
2312.5	341.6749878
2313.5	341.6470032
2314.5	341.618988
2315.5	341.5910034
2316.5	341.5629883
2317.5	341.5350037
2318.5	341.5069885
2319.5	341.4779968
2320.5	341.4500122
2321.5	341.4219971
2322.5	341.3940125
2323.5	341.3659973
2324.5	341.3380127
2325.5	341.3099976
2326.5	341.2820129
2327.5	341.2539978
2328.5	341.2260132
2329.5	341.196991
2330.5	341.1690063
2331.5	341.1409912
2332.5	341.1130066
2333.5	341.0840149
2334.5	341.0559998
2335.5	341.0279846
2336.5	341
2337.5	340.9710083
2338.5	340.9429932
2339.5	340.9140015
2340.5	340.8859863
2341.5	340.8569946
2342.5	340.82901
2343.5	340.7999878
2344.5	340.7709961
2345.5	340.7430115
2346.5	340.7139893
2347.5	340.6849976
2348.5	340.6560059
2349.5	340.6270142
2350.5	340.5979919
2351.5	340.5690002
2352.5	340.5400085
2353.5	340.5109863
2354.5	340.4809875
2355.5	340.4519958
2356.5	340.4230042
2357.5	340.3940125
2358.5	340.3649902
2359.5	340.3359985
2360.5	340.3070068
2361.5	340.2779846
2362.5	340.25
2363.5	340.2210083
2364.5	340.1929932
2365.5	340.1650085
2366.5	340.1369934
2367.5	340.1080017
2368.5	340.0799866
2369.5	340.052002
2370.5	340.0249939
2371.5	339.9970093
2372.5	339.9689941
2373.5	339.9410095
2374.5	339.9140015
2375.5	339.8859863
2376.5	339.8590088
2377.5	339.8309937
2378.5	339.8039856
2379.5	339.7770081
2380.5	339.75
2381.5	339.7229919
2382.5	339.6960144
2383.5	339.6690063
2384.5	339.6419983
2385.5	339.6149902
2386.5	339.5880127
2387.5	339.5610046
2388.5	339.5350037
2389.5	339.5079956
2390.5	339.4809875
2391.5	339.4549866
2392.5	339.4289856
2393.5	339.4020081
2394.5	339.3760071
2395.5	339.3500061
2396.5	339.322998
2397.5	339.2969971
2398.5	339.2709961
2399.5	339.2449951
2400.5	339.2189941
2401.5	339.1929932
2402.5	339.1669922
2403.5	339.1409912
2404.5	339.1159973
2405.5	339.0899963
2406.5	339.0639954
2407.5	339.0390015
2408.5	339.0130005
2409.5	338.9880066
2410.5	338.9620056
2411.5	338.9370117
2412.5	338.9110107
2413.5	338.8859863
2414.5	338.8609924
2415.5	338.8349915
2416.5	338.8099976
2417.5	338.7850037
2418.5	338.7600098
2419.5	338.7349854
2420.5	338.7099915
2421.5	338.6849976
2422.5	338.6600037
2423.5	338.6359863
2424.5	338.6109924
2425.5	338.5859985
2426.5	338.5610046
2427.5	338.5369873
2428.5	338.5119934
2429.5	338.4880066
2430.5	338.4630127
2431.5	338.4389954
2432.5	338.4140015
2433.5	338.3900146
2434.5	338.3659973
2435.5	338.3410034
2436.5	338.3169861
2437.5	338.2929993
2438.5	338.2690125
2439.5	338.2449951
2440.5	338.2210083
2441.5	338.196991
2442.5	338.1730042
2443.5	338.1489868
2444.5	338.125
2445.5	338.1010132
2446.5	338.0769958
2447.5	338.053009
2448.5	338.0299988
2449.5	338.006012
2450.5	337.9819946
2451.5	337.9590149
2452.5	337.9349976
2453.5	337.9119873
2454.5	337.8880005
2455.5	337.8649902
2456.5	337.8420105
2457.5	337.8179932
2458.5	337.7950134
2459.5	337.7720032
2460.5	337.7489929
2461.5	337.7250061
2462.5	337.7019958
2463.5	337.6789856
2464.5	337.6560059
2465.5	337.6329956
2466.5	337.6099854
2467.5	337.5870056
2468.5	337.5639954
2469.5	337.5419922
2470.5	337.5190125
2471.5	337.4960022
2472.5	337.4729919
2473.5	337.4509888
2474.5	337.428009
2475.5	337.4049988
2476.5	337.3829956
2477.5	337.3599854
2478.5	337.3380127
2479.5	337.3150024
2480.5	337.2929993
2481.5	337.2709961
2482.5	337.2479858
2483.5	337.2260132
2484.5	337.20401
2485.5	337.1809998
2486.5	337.1589966
2487.5	337.1369934
2488.5	337.1149902
2489.5	337.0929871
2490.5	337.0710144
2491.5	337.0490112
2492.5	337.0270081
2493.5	337.0050049
2494.5	336.9830017
2495.5	336.9609985
2496.5	336.9400024
2497.5	336.9179993
2498.5	336.8959961
2499.5	336.8739929
2500.5	336.8630066

